词典中最大码字：255; 输入码字：91，对应词条：91; 输出词条: 91没有新词条 
词典中最大码字：1100; 输入码字：614，对应词条：141-141; 输出词条: 141-141; 新词条：141-143-141-141141
词典中最大码字：1101; 输入码字：846，对应词条：136-141-133-136; 输出词条: 136-141-133-136; 新词条：141-141136
词典中最大码字：1102; 输入码字：659，对应词条：133-136-133-136; 输出词条: 133-136-133-136; 新词条：136-141-133-136133
词典中最大码字：1103; 输入码字：248，对应词条：248; 输出词条: 248; 新词条：133-136-133-136248
词典中最大码字：1104; 输入码字：661，对应词条：133-133-133-133-133; 输出词条: 133-133-133-133-133; 新词条：248133
词典中最大码字：1105; 输入码字：1016，对应词条：125-133-125-128-125; 输出词条: 125-133-125-128-125; 新词条：133-133-133-133-133125
词典中最大码字：1106; 输入码字：765，对应词条：128-125-125-125; 输出词条: 128-125-125-125; 新词条：125-133-125-128-125128
词典中最大码字：1107; 输入码字：667，对应词条：125-125-125-122; 输出词条: 125-125-125-122; 新词条：128-125-125-125125
词典中最大码字：1108; 输入码字：853，对应词条：125-122; 输出词条: 125-122; 新词条：125-125-125-122125
词典中最大码字：1109; 输入码字：1069，对应词条：125-117-125-117; 输出词条: 125-117-125-117; 新词条：125-122125
词典中最大码字：1110; 输入码字：857，对应词条：117-117-117-117-117-114-117; 输出词条: 117-117-117-117-117-114-117; 新词条：125-117-125-117117
词典中最大码字：1111; 输入码字：1020，对应词条：114-117-114-117-109; 输出词条: 114-117-114-117-109; 新词条：117-117-117-117-117-114-117114
词典中最大码字：1112; 输入码字：774，对应词条：115-109-110; 输出词条: 115-109-110; 新词条：114-117-114-117-109115
词典中最大码字：1113; 输入码字：578，对应词条：109-109; 输出词条: 109-109; 新词条：115-109-110109
词典中最大码字：1114; 输入码字：1023，对应词条：107-109-107-109; 输出词条: 107-109-107-109; 新词条：109-109107
词典中最大码字：1115; 输入码字：164，对应词条：164; 输出词条: 164; 新词条：107-109-107-109164
词典中最大码字：1116; 输入码字：166，对应词条：166; 输出词条: 166; 新词条：164166
词典中最大码字：1117; 输入码字：1028，对应词条：158-158; 输出词条: 158-158; 新词条：166158
词典中最大码字：1118; 输入码字：636，对应词条：151-153; 输出词条: 151-153; 新词条：158-158151
词典中最大码字：1119; 输入码字：150，对应词条：150; 输出词条: 150; 新词条：151-153150
词典中最大码字：1120; 输入码字：945，对应词条：145-142; 输出词条: 145-142; 新词条：150145
词典中最大码字：1121; 输入码字：144，对应词条：144; 输出词条: 144; 新词条：145-142144
词典中最大码字：1122; 输入码字：136，对应词条：136; 输出词条: 136; 新词条：144136
词典中最大码字：1123; 输入码字：136，对应词条：136; 输出词条: 136; 新词条：136136
词典中最大码字：1124; 输入码字：134，对应词条：134; 输出词条: 134; 新词条：136134
词典中最大码字：1125; 输入码字：134，对应词条：134; 输出词条: 134; 新词条：134134
词典中最大码字：1126; 输入码字：952，对应词条：128-128; 输出词条: 128-128; 新词条：134128
词典中最大码字：1127; 输入码字：954，对应词条：120-99; 输出词条: 120-99; 新词条：128-128120
词典中最大码字：1128; 输入码字：563，对应词条：99-99; 输出词条: 99-99; 新词条：120-9999
词典中最大码字：1129; 输入码字：786，对应词条：93-91-94; 输出词条: 93-91-94; 新词条：99-9993
词典中最大码字：1130; 输入码字：788，对应词条：91-99-91; 输出词条: 91-99-91; 新词条：93-91-9491
词典中最大码字：1131; 输入码字：118，对应词条：118; 输出词条: 118; 新词条：91-99-91118
词典中最大码字：1132; 输入码字：163，对应词条：163; 输出词条: 163; 新词条：118163
词典中最大码字：1133; 输入码字：184，对应词条：184; 输出词条: 184; 新词条：163184
词典中最大码字：1134; 输入码字：170，对应词条：170; 输出词条: 170; 新词条：184170
词典中最大码字：1135; 输入码字：137，对应词条：137; 输出词条: 137; 新词条：170137
词典中最大码字：1136; 输入码字：115，对应词条：115; 输出词条: 115; 新词条：137115
词典中最大码字：1137; 输入码字：79，对应词条：79; 输出词条: 79; 新词条：11579
词典中最大码字：1138; 输入码字：68，对应词条：68; 输出词条: 68; 新词条：7968
词典中最大码字：1139; 输入码字：96，对应词条：96; 输出词条: 96; 新词条：6896
词典中最大码字：1140; 输入码字：102，对应词条：102; 输出词条: 102; 新词条：96102
词典中最大码字：1141; 输入码字：90，对应词条：90; 输出词条: 90; 新词条：10290
词典中最大码字：1142; 输入码字：127，对应词条：127; 输出词条: 127; 新词条：90127
词典中最大码字：1143; 输入码字：143，对应词条：143; 输出词条: 143; 新词条：127143
词典中最大码字：1144; 输入码字：158，对应词条：158; 输出词条: 158; 新词条：143158
词典中最大码字：1145; 输入码字：165，对应词条：165; 输出词条: 165; 新词条：158165
词典中最大码字：1146; 输入码字：153，对应词条：153; 输出词条: 153; 新词条：165153
词典中最大码字：1147; 输入码字：135，对应词条：135; 输出词条: 135; 新词条：153135
词典中最大码字：1148; 输入码字：1051，对应词条：95-109; 输出词条: 95-109; 新词条：13595
词典中最大码字：1149; 输入码字：106，对应词条：106; 输出词条: 106; 新词条：95-109106
词典中最大码字：1150; 输入码字：199，对应词条：199; 输出词条: 199; 新词条：106199
词典中最大码字：1151; 输入码字：206，对应词条：206; 输出词条: 206; 新词条：199206
词典中最大码字：1152; 输入码字：804，对应词条：109-107-109-109; 输出词条: 109-107-109-109; 新词条：206109
词典中最大码字：1153; 输入码字：581，对应词条：114-109; 输出词条: 114-109; 新词条：109-107-109-109114
词典中最大码字：1154; 输入码字：806，对应词条：114-114; 输出词条: 114-114; 新词条：114-109114
词典中最大码字：1155; 输入码字：892，对应词条：117-114-117-114-117; 输出词条: 117-114-117-114-117; 新词条：114-114117
词典中最大码字：1156; 输入码字：1067，对应词条：114-117-117-117; 输出词条: 114-117-117-117; 新词条：117-114-117-114-117114
词典中最大码字：1157; 输入码字：117，对应词条：117; 输出词条: 117; 新词条：114-117-117-117117
词典中最大码字：1158; 输入码字：248，对应词条：248; 输出词条: 248; 新词条：117248
词典中最大码字：1159; 输入码字：669，对应词条：117-125-117; 输出词条: 117-125-117; 新词条：248117
词典中最大码字：1160; 输入码字：248，对应词条：248; 输出词条: 248; 新词条：117-125-117248
词典中最大码字：1161; 输入码字：122，对应词条：122; 输出词条: 122; 新词条：248122
词典中最大码字：1162; 输入码字：1161，对应词条：248-122; 输出词条: 248-122; 新词条：122248
词典中最大码字：1163; 输入码字：812，对应词条：125-125-125-125-125-125-128; 输出词条: 125-125-125-125-125-125-128; 新词条：248-122125
词典中最大码字：1164; 输入码字：1104，对应词条：248-133; 输出词条: 248-133; 新词条：125-125-125-125-125-125-128248
词典中最大码字：1165; 输入码字：850，对应词条：125-133-125-133; 输出词条: 125-133-125-133; 新词条：248-133125
词典中最大码字：1166; 输入码字：605，对应词条：133-133-133; 输出词条: 133-133-133; 新词条：125-133-125-133133
词典中最大码字：1167; 输入码字：1104，对应词条：248-133; 输出词条: 248-133; 新词条：133-133-133248
词典中最大码字：1168; 输入码字：847，对应词条：136-133-136-133; 输出词条: 136-133-136-133; 新词条：248-133136
词典中最大码字：1169; 输入码字：1104，对应词条：248-133; 输出词条: 248-133; 新词条：136-133-136-133248
词典中最大码字：1170; 输入码字：820，对应词条：141-136-141-141; 输出词条: 141-136-141-141; 新词条：248-133141
词典中最大码字：1171; 输入码字：614，对应词条：141-141; 输出词条: 141-141; 新词条：141-136-141-141141
词典中最大码字：1172; 输入码字：822，对应词条：143-141-143; 输出词条: 143-141-143; 新词条：141-141143
词典中最大码字：1173; 输入码字：992，对应词条：141-144-141-144; 输出词条: 141-144-141-144; 新词条：143-141-143141
词典中最大码字：1174; 输入码字：841，对应词条：143-149-143-149-143-149-143; 输出词条: 143-149-143-149-143-149-143; 新词条：141-144-141-144143
词典中最大码字：1175; 输入码字：839，对应词条：149-148-151; 输出词条: 149-148-151; 新词条：143-149-143-149-143-149-143149
词典中最大码字：1176; 输入码字：827，对应词条：148-151-148-151-148-151; 输出词条: 148-151-148-151-148-151; 新词条：149-148-151148
词典中最大码字：1177; 输入码字：998，对应词条：149-151-148-151-151; 输出词条: 149-151-148-151-151; 新词条：148-151-148-151-148-151149
词典中最大码字：1178; 输入码字：151，对应词条：151; 输出词条: 151; 新词条：149-151-148-151-151151
词典中最大码字：1179; 输入码字：831，对应词条：150-151; 输出词条: 150-151; 新词条：151150
词典中最大码字：1180; 输入码字：641，对应词条：151-151-151-151-151; 输出词条: 151-151-151-151-151; 新词条：150-151151
词典中最大码字：1181; 输入码字：1001，对应词条：158-151-153-151-153; 输出词条: 158-151-153-151-153; 新词条：151-151-151-151-151158
词典中最大码字：1182; 输入码字：633，对应词条：151-151-151-151; 输出词条: 151-151-151-151; 新词条：158-151-153-151-153151
词典中最大码字：1183; 输入码字：1180，对应词条：150-151-151; 输出词条: 150-151-151; 新词条：151-151-151-151150
词典中最大码字：1184; 输入码字：828，对应词条：151-148-151-149-151; 输出词条: 151-148-151-149-151; 新词条：150-151-151151
词典中最大码字：1185; 输入码字：838，对应词条：148-151-148-151-148-149; 输出词条: 148-151-148-151-148-149; 新词条：151-148-151-149-151148
词典中最大码字：1186; 输入码字：624，对应词条：148-151; 输出词条: 148-151; 新词条：148-151-148-151-148-149148
词典中最大码字：1187; 输入码字：621，对应词条：143-149-143-149; 输出词条: 143-149-143-149; 新词条：148-151143
词典中最大码字：1188; 输入码字：248，对应词条：248; 输出词条: 248; 新词条：143-149-143-149248
词典中最大码字：1189; 输入码字：149，对应词条：149; 输出词条: 149; 新词条：248149
词典中最大码字：1190; 输入码字：1098，对应词条：248-248; 输出词条: 248-248; 新词条：149248
词典中最大码字：1191; 输入码字：141，对应词条：141; 输出词条: 141; 新词条：248-248141
词典中最大码字：1192; 输入码字：1098，对应词条：248-248; 输出词条: 248-248; 新词条：141248
词典中最大码字：1193; 输入码字：1193，码表尚未生成, entry = 248-248; 输出词条: 248-248; 新词条：248-248248
词典中最大码字：1194; 输入码字：248，对应词条：248; 输出词条: 248; 新词条：248-248-248248
词典中最大码字：1195; 输入码字：758，对应词条：141-141-141-136-141; 输出词条: 141-141-141-136-141; 新词条：248141
词典中最大码字：1196; 输入码字：1014，对应词条：133-136-133-136-133-133-133; 输出词条: 133-136-133-136-133-133-133; 新词条：141-141-141-136-141133
词典中最大码字：1197; 输入码字：133，对应词条：133; 输出词条: 133; 新词条：133-136-133-136-133-133-133133
词典中最大码字：1198; 输入码字：1098，对应词条：248-248; 输出词条: 248-248; 新词条：133248
词典中最大码字：1199; 输入码字：849，对应词条：133-133-125; 输出词条: 133-133-125; 新词条：248-248133
词典中最大码字：1200; 输入码字：897，对应词条：133-125-133-125; 输出词条: 133-125-133-125; 新词条：133-133-125133
词典中最大码字：1201; 输入码字：852，对应词条：125-125-125-125-125-125-125; 输出词条: 125-125-125-125-125-125-125; 新词条：133-125-133-125125
词典中最大码字：1202; 输入码字：854，对应词条：122-125-122-125-117; 输出词条: 122-125-122-125-117; 新词条：125-125-125-125-125-125-125122
词典中最大码字：1203; 输入码字：856，对应词条：122-117-117; 输出词条: 122-117-117; 新词条：122-125-122-125-117122
词典中最大码字：1204; 输入码字：670，对应词条：117-117-117-117; 输出词条: 117-117-117-117; 新词条：122-117-117117
词典中最大码字：1205; 输入码字：807，对应词条：114-117-114-117-114; 输出词条: 114-117-114-117-114; 新词条：117-117-117-117114
词典中最大码字：1206; 输入码字：806，对应词条：114-114; 输出词条: 114-114; 新词条：114-117-114-117-114114
词典中最大码字：1207; 输入码字：861，对应词条：115-109-109; 输出词条: 115-109-109; 新词条：114-114115
词典中最大码字：1208; 输入码字：1114，对应词条：109-109-107; 输出词条: 109-109-107; 新词条：115-109-109109
词典中最大码字：1209; 输入码字：863，对应词条：109-107-109-106; 输出词条: 109-107-109-106; 新词条：109-109-107109
词典中最大码字：1210; 输入码字：1024，对应词条：109-106-167; 输出词条: 109-106-167; 新词条：109-107-109-106109
词典中最大码字：1211; 输入码字：1026，对应词条：159-161; 输出词条: 159-161; 新词条：109-106-167159
词典中最大码字：1212; 输入码字：1118，对应词条：158-158-151; 输出词条: 158-158-151; 新词条：159-161158
词典中最大码字：1213; 输入码字：151，对应词条：151; 输出词条: 151; 新词条：158-158-151151
词典中最大码字：1214; 输入码字：1032，对应词条：145-145; 输出词条: 145-145; 新词条：151145
词典中最大码字：1215; 输入码字：1098，对应词条：248-248; 输出词条: 248-248; 新词条：145-145248
词典中最大码字：1216; 输入码字：1123，对应词条：136-136; 输出词条: 136-136; 新词条：248-248136
词典中最大码字：1217; 输入码字：129，对应词条：129; 输出词条: 129; 新词条：136-136129
词典中最大码字：1218; 输入码字：1037，对应词条：129-128-128; 输出词条: 129-128-128; 新词条：129129
词典中最大码字：1219; 输入码字：871，对应词条：91-99-91-99; 输出词条: 91-99-91-99; 新词条：129-128-12891
词典中最大码字：1220; 输入码字：558，对应词条：99-91-99; 输出词条: 99-91-99; 新词条：91-99-91-9999
词典中最大码字：1221; 输入码字：99，对应词条：99; 输出词条: 99; 新词条：99-91-9999
词典中最大码字：1222; 输入码字：97，对应词条：97; 输出词条: 97; 新词条：9997
词典中最大码字：1223; 输入码字：141，对应词条：141; 输出词条: 141; 新词条：97141
词典中最大码字：1224; 输入码字：175，对应词条：175; 输出词条: 175; 新词条：141175
词典中最大码字：1225; 输入码字：188，对应词条：188; 输出词条: 188; 新词条：175188
词典中最大码字：1226; 输入码字：166，对应词条：166; 输出词条: 166; 新词条：188166
词典中最大码字：1227; 输入码字：136，对应词条：136; 输出词条: 136; 新词条：166136
词典中最大码字：1228; 输入码字：101，对应词条：101; 输出词条: 101; 新词条：136101
词典中最大码字：1229; 输入码字：79，对应词条：79; 输出词条: 79; 新词条：10179
词典中最大码字：1230; 输入码字：74，对应词条：74; 输出词条: 74; 新词条：7974
词典中最大码字：1231; 输入码字：99，对应词条：99; 输出词条: 99; 新词条：7499
词典中最大码字：1232; 输入码字：90，对应词条：90; 输出词条: 90; 新词条：9990
词典中最大码字：1233; 输入码字：102，对应词条：102; 输出词条: 102; 新词条：90102
词典中最大码字：1234; 输入码字：127，对应词条：127; 输出词条: 127; 新词条：102127
词典中最大码字：1235; 输入码字：146，对应词条：146; 输出词条: 146; 新词条：127146
词典中最大码字：1236; 输入码字：1028，对应词条：158-158; 输出词条: 158-158; 新词条：146158
词典中最大码字：1237; 输入码字：148，对应词条：148; 输出词条: 148; 新词条：158-158148
词典中最大码字：1238; 输入码字：115，对应词条：115; 输出词条: 115; 新词条：148115
词典中最大码字：1239; 输入码字：107，对应词条：107; 输出词条: 107; 新词条：115107
词典中最大码字：1240; 输入码字：677，对应词条：107-109; 输出词条: 107-109; 新词条：107107
词典中最大码字：1241; 输入码字：217，对应词条：217; 输出词条: 217; 新词条：107-109217
词典中最大码字：1242; 输入码字：211，对应词条：211; 输出词条: 211; 新词条：217211
词典中最大码字：1243; 输入码字：889，对应词条：109-109-109-115; 输出词条: 109-109-109-115; 新词条：211109
词典中最大码字：1244; 输入码字：109，对应词条：109; 输出词条: 109; 新词条：109-109-109-115109
词典中最大码字：1245; 输入码字：1194，对应词条：248-248-248-248; 输出词条: 248-248-248-248; 新词条：109248
词典中最大码字：1246; 输入码字：1246，码表尚未生成, entry = 248-248-248-248; 输出词条: 248-248-248-248; 新词条：248-248-248-248248
词典中最大码字：1247; 输入码字：589，对应词条：117-117-117; 输出词条: 117-117-117; 新词条：248-248-248-248-248117
词典中最大码字：1248; 输入码字：1159，对应词条：248-117; 输出词条: 248-117; 新词条：117-117-117248
词典中最大码字：1249; 输入码字：1109，对应词条：125-122-125; 输出词条: 125-122-125; 新词条：248-117125
词典中最大码字：1250; 输入码字：248，对应词条：248; 输出词条: 248; 新词条：125-122-125248
词典中最大码字：1251; 输入码字：596，对应词条：125-125; 输出词条: 125-125; 新词条：248125
词典中最大码字：1252; 输入码字：1251，对应词条：248-125; 输出词条: 248-125; 新词条：125-125248
词典中最大码字：1253; 输入码字：598，对应词条：125-125-125-125; 输出词条: 125-125-125-125; 新词条：248-125125
词典中最大码字：1254; 输入码字：602，对应词条：133-125; 输出词条: 133-125; 新词条：125-125-125-125133
词典中最大码字：1255; 输入码字：1246，对应词条：248-248-248-248-248; 输出词条: 248-248-248-248-248; 新词条：133-125248
词典中最大码字：1256; 输入码字：1104，对应词条：248-133; 输出词条: 248-133; 新词条：248-248-248-248-248248
词典中最大码字：1257; 输入码字：1167，对应词条：133-133-133-248; 输出词条: 133-133-133-248; 新词条：248-133133
词典中最大码字：1258; 输入码字：609，对应词条：133-136-133; 输出词条: 133-136-133; 新词条：133-133-133-248133
词典中最大码字：1259; 输入码字：248，对应词条：248; 输出词条: 248; 新词条：133-136-133248
词典中最大码字：1260; 输入码字：1076，对应词条：136-141-136-141-141; 输出词条: 136-141-136-141-141; 新词条：248136
词典中最大码字：1261; 输入码字：614，对应词条：141-141; 输出词条: 141-141; 新词条：136-141-136-141-141141
词典中最大码字：1262; 输入码字：924，对应词条：144-141-144-141; 输出词条: 144-141-144-141; 新词条：141-141144
词典中最大码字：1263; 输入码字：728，对应词条：144-143-144-143; 输出词条: 144-143-144-143; 新词条：144-141-144-141144
词典中最大码字：1264; 输入码字：1080，对应词条：149-144; 输出词条: 149-144; 新词条：144-143-144-143149
词典中最大码字：1265; 输入码字：908，对应词条：149-143-151-149; 输出词条: 149-143-151-149; 新词条：149-144149
词典中最大码字：1266; 输入码字：828，对应词条：151-148-151-149-151; 输出词条: 151-148-151-149-151; 新词条：149-143-151-149151
词典中最大码字：1267; 输入码字：735，对应词条：149-151-151; 输出词条: 149-151-151; 新词条：151-148-151-149-151149
词典中最大码字：1268; 输入码字：1085，对应词条：151-151-151-151-151-151-151-151-151-151; 输出词条: 151-151-151-151-151-151-151-151-151-151; 新词条：149-151-151151
词典中最大码字：1269; 输入码字：1087，对应词条：153-151-153-151-158-151; 输出词条: 153-151-153-151-158-151; 新词条：151-151-151-151-151-151-151-151-151-151153
词典中最大码字：1270; 输入码字：1090，对应词条：158-151-158-151-153; 输出词条: 158-151-158-151-153; 新词条：153-151-153-151-158-151158
词典中最大码字：1271; 输入码字：834，对应词条：151-153-151-151-151; 输出词条: 151-153-151-151-151; 新词条：158-151-158-151-153151
词典中最大码字：1272; 输入码字：747，对应词条：151-151-151-151-151-151-151; 输出词条: 151-151-151-151-151-151-151; 新词条：151-153-151-151-151151
词典中最大码字：1273; 输入码字：1093，对应词条：149-151-149-151-149; 输出词条: 149-151-149-151-149; 新词条：151-151-151-151-151-151-151149
词典中最大码字：1274; 输入码字：837，对应词条：151-149-151-148; 输出词条: 151-149-151-148; 新词条：149-151-149-151-149151
词典中最大码字：1275; 输入码字：628，对应词条：151-149; 输出词条: 151-149; 新词条：151-149-151-148151
词典中最大码字：1276; 输入码字：1011，对应词条：248-143; 输出词条: 248-143; 新词条：151-149248
词典中最大码字：1277; 输入码字：1098，对应词条：248-248; 输出词条: 248-248; 新词条：248-143248
词典中最大码字：1278; 输入码字：144，对应词条：144; 输出词条: 144; 新词条：248-248144
词典中最大码字：1279; 输入码字：1256，对应词条：248-248-248-248-248-248; 输出词条: 248-248-248-248-248-248; 新词条：144248
词典中最大码字：1280; 输入码字：1195，对应词条：248-141; 输出词条: 248-141; 新词条：248-248-248-248-248-248248
词典中最大码字：1281; 输入码字：845，对应词条：141-141-141-141-136; 输出词条: 141-141-141-141-136; 新词条：248-141141
词典中最大码字：1282; 输入码字：759，对应词条：141-133; 输出词条: 141-133; 新词条：141-141-141-141-136141
词典中最大码字：1283; 输入码字：817，对应词条：136-133-136; 输出词条: 136-133-136; 新词条：141-133136
词典中最大码字：1284; 输入码字：1193，对应词条：248-248-248; 输出词条: 248-248-248; 新词条：136-133-136248
词典中最大码字：1285; 输入码字：1105，对应词条：133-133-133-133-133-125; 输出词条: 133-133-133-133-133-125; 新词条：248-248-248133
词典中最大码字：1286; 输入码字：1201，对应词条：133-125-133-125-125; 输出词条: 133-125-133-125-125; 新词条：133-133-133-133-133-125133
词典中最大码字：1287; 输入码字：1252，对应词条：125-125-248; 输出词条: 125-125-248; 新词条：133-125-133-125-125125
词典中最大码字：1288; 输入码字：1193，对应词条：248-248-248; 输出词条: 248-248-248; 新词条：125-125-248248
词典中最大码字：1289; 输入码字：596，对应词条：125-125; 输出词条: 125-125; 新词条：248-248-248125
词典中最大码字：1290; 输入码字：933，对应词条：117-125-117-117; 输出词条: 117-125-117-117; 新词条：125-125117
词典中最大码字：1291; 输入码字：1158，对应词条：117-248; 输出词条: 117-248; 新词条：117-125-117-117117
词典中最大码字：1292; 输入码字：1193，对应词条：248-248-248; 输出词条: 248-248-248; 新词条：117-248248
词典中最大码字：1293; 输入码字：588，对应词条：117-117; 输出词条: 117-117; 新词条：248-248-248117
词典中最大码字：1294; 输入码字：1256，对应词条：248-248-248-248-248-248; 输出词条: 248-248-248-248-248-248; 新词条：117-117248
词典中最大码字：1295; 输入码字：1208，对应词条：115-109-109-109; 输出词条: 115-109-109-109; 新词条：248-248-248-248-248-248115
词典中最大码字：1296; 输入码字：939，对应词条：109-109-109-107-109-164; 输出词条: 109-109-109-107-109-164; 新词条：115-109-109-109109
词典中最大码字：1297; 输入码字：941，对应词条：159-158; 输出词条: 159-158; 新词条：109-109-109-107-109-164159
词典中最大码字：1298; 输入码字：943，对应词条：159-151; 输出词条: 159-151; 新词条：159-158159
词典中最大码字：1299; 输入码字：1179，对应词条：151-150; 输出词条: 151-150; 新词条：159-151151
词典中最大码字：1300; 输入码字：945，对应词条：145-142; 输出词条: 145-142; 新词条：151-150145
词典中最大码字：1301; 输入码字：1098，对应词条：248-248; 输出词条: 248-248; 新词条：145-142248
词典中最大码字：1302; 输入码字：949，对应词条：137-134; 输出词条: 137-134; 新词条：248-248137
词典中最大码字：1303; 输入码字：1037，对应词条：129-128-128; 输出词条: 129-128-128; 新词条：137-134129
词典中最大码字：1304; 输入码字：954，对应词条：120-99; 输出词条: 120-99; 新词条：129-128-128120
词典中最大码字：1305; 输入码字：1041，对应词条：93-99-93; 输出词条: 93-99-93; 新词条：120-9993
词典中最大码字：1306; 输入码字：871，对应词条：91-99-91-99; 输出词条: 91-99-91-99; 新词条：93-99-9391
词典中最大码字：1307; 输入码字：103，对应词条：103; 输出词条: 103; 新词条：91-99-91-99103
词典中最大码字：1308; 输入码字：154，对应词条：154; 输出词条: 154; 新词条：103154
词典中最大码字：1309; 输入码字：168，对应词条：168; 输出词条: 168; 新词条：154168
词典中最大码字：1310; 输入码字：157，对应词条：157; 输出词条: 157; 新词条：168157
词典中最大码字：1311; 输入码字：137，对应词条：137; 输出词条: 137; 新词条：157137
词典中最大码字：1312; 输入码字：121，对应词条：121; 输出词条: 121; 新词条：137121
词典中最大码字：1313; 输入码字：99，对应词条：99; 输出词条: 99; 新词条：12199
词典中最大码字：1314; 输入码字：75，对应词条：75; 输出词条: 75; 新词条：9975
词典中最大码字：1315; 输入码字：89，对应词条：89; 输出词条: 89; 新词条：7589
词典中最大码字：1316; 输入码字：108，对应词条：108; 输出词条: 108; 新词条：89108
词典中最大码字：1317; 输入码字：88，对应词条：88; 输出词条: 88; 新词条：10888
词典中最大码字：1318; 输入码字：109，对应词条：109; 输出词条: 109; 新词条：88109
词典中最大码字：1319; 输入码字：1143，对应词条：127-143; 输出词条: 127-143; 新词条：109127
词典中最大码字：1320; 输入码字：158，对应词条：158; 输出词条: 158; 新词条：127-143158
词典中最大码字：1321; 输入码字：155，对应词条：155; 输出词条: 155; 新词条：158155
词典中最大码字：1322; 输入码字：147，对应词条：147; 输出词条: 147; 新词条：155147
词典中最大码字：1323; 输入码字：104，对应词条：104; 输出词条: 104; 新词条：147104
词典中最大码字：1324; 输入码字：574，对应词条：106-109-107; 输出词条: 106-109-107; 新词条：104106
词典中最大码字：1325; 输入码字：221，对应词条：221; 输出词条: 221; 新词条：106-109-107221
词典中最大码字：1326; 输入码字：226，对应词条：226; 输出词条: 226; 新词条：221226
词典中最大码字：1327; 输入码字：978，对应词条：109-109-109-109-114; 输出词条: 109-109-109-109-114; 新词条：226109
词典中最大码字：1328; 输入码字：582，对应词条：109-117; 输出词条: 109-117; 新词条：109-109-109-109-114109
词典中最大码字：1329; 输入码字：582，对应词条：109-117; 输出词条: 109-117; 新词条：109-117109
词典中最大码字：1330; 输入码字：1159，对应词条：248-117; 输出词条: 248-117; 新词条：109-117248
词典中最大码字：1331; 输入码字：1157，对应词条：114-117-117-117-117; 输出词条: 114-117-117-117-117; 新词条：248-117114
词典中最大码字：1332; 输入码字：1158，对应词条：117-248; 输出词条: 117-248; 新词条：114-117-117-117-117117
词典中最大码字：1333; 输入码字：1162，对应词条：122-248; 输出词条: 122-248; 新词条：117-248122
词典中最大码字：1334; 输入码字：593，对应词条：125-117; 输出词条: 125-117; 新词条：122-248125
词典中最大码字：1335; 输入码字：1163，对应词条：248-122-125; 输出词条: 248-122-125; 新词条：125-117248
词典中最大码字：1336; 输入码字：1071，对应词条：125-125-125-125-125-125-125-128; 输出词条: 125-125-125-125-125-125-125-128; 新词条：248-122-125125
词典中最大码字：1337; 输入码字：1165，对应词条：248-133-125; 输出词条: 248-133-125; 新词条：125-125-125-125-125-125-125-128248
词典中最大码字：1338; 输入码字：661，对应词条：133-133-133-133-133; 输出词条: 133-133-133-133-133; 新词条：248-133-125133
词典中最大码字：1339; 输入码字：1280，对应词条：248-248-248-248-248-248-248; 输出词条: 248-248-248-248-248-248-248; 新词条：133-133-133-133-133248
词典中最大码字：1340; 输入码字：1191，对应词条：248-248-141; 输出词条: 248-248-141; 新词条：248-248-248-248-248-248-248248
词典中最大码字：1341; 输入码字：902，对应词条：136-141-141; 输出词条: 136-141-141; 新词条：248-248-141136
词典中最大码字：1342; 输入码字：725，对应词条：141-141-141-141; 输出词条: 141-141-141-141; 新词条：136-141-141141
词典中最大码字：1343; 输入码字：824，对应词条：144-141-144-143; 输出词条: 144-141-144-143; 新词条：141-141-141-141144
词典中最大码字：1344; 输入码字：1008，对应词条：149-143-149-143-149-143; 输出词条: 149-143-149-143-149-143; 新词条：144-141-144-143149
词典中最大码字：1345; 输入码字：1176，对应词条：149-148-151-148; 输出词条: 149-148-151-148; 新词条：149-143-149-143-149-143149
词典中最大码字：1346; 输入码字：1005，对应词条：151-148-151-148-151; 输出词条: 151-148-151-148-151; 新词条：149-148-151-148151
词典中最大码字：1347; 输入码字：1178，对应词条：149-151-148-151-151-151; 输出词条: 149-151-148-151-151-151; 新词条：151-148-151-148-151149
词典中最大码字：1348; 输入码字：747，对应词条：151-151-151-151-151-151-151; 输出词条: 151-151-151-151-151-151-151; 新词条：149-151-148-151-151-151151
词典中最大码字：1349; 输入码字：1087，对应词条：153-151-153-151-158-151; 输出词条: 153-151-153-151-158-151; 新词条：151-151-151-151-151-151-151153
词典中最大码字：1350; 输入码字：1091，对应词条：153-151-153-151-151; 输出词条: 153-151-153-151-151; 新词条：153-151-153-151-158-151153
词典中最大码字：1351; 输入码字：1003，对应词条：151-151-151-151-151-151-148; 输出词条: 151-151-151-151-151-151-148; 新词条：153-151-153-151-151151
词典中最大码字：1352; 输入码字：1275，对应词条：151-149-151-148-151; 输出词条: 151-149-151-148-151; 新词条：151-151-151-151-151-151-148151
词典中最大码字：1353; 输入码字：626，对应词条：148-151-148; 输出词条: 148-151-148; 新词条：151-149-151-148-151148
词典中最大码字：1354; 输入码字：1007，对应词条：149-148-149; 输出词条: 149-148-149; 新词条：148-151-148149
词典中最大码字：1355; 输入码字：576，对应词条：143-149; 输出词条: 143-149; 新词条：149-148-149143
词典中最大码字：1356; 输入码字：1189，对应词条：248-149; 输出词条: 248-149; 新词条：143-149248
词典中最大码字：1357; 输入码字：1098，对应词条：248-248; 输出词条: 248-248; 新词条：248-149248
词典中最大码字：1358; 输入码字：143，对应词条：143; 输出词条: 143; 新词条：248-248143
